ID da Mensagem;Tipo da Mensagem;ID Chatbot;ID da Mensagem no Chatbot;ID do Chatbot de Referência;ID do Usuário Origem;ID do Contato Origem;ID do Usuário Destino;ID do COntato Destino;Tipo do Conteúdo;URL;Polaridade;Tempo de Foco;Visualizações;Favoritada;Chat Aberto;Data de Registro;Data de Envio;Conteúdo
1777;Mensagem Alvo;14;2;;0;27;10;;Textual;;-0.8481;0.0;0;;false;10/05/2021 11:35:35;10/05/2021 11:35:35;7h da manhã. A caminho do trabalho, ligo o rádio: “Operação no Jacarezinho”. Mais uma operação, e no horário de pico. Logo as notícias vêm: cinco pessoas mortas e trabalhador ferido no metrô. <br/> "Não podemos nem ir em paz para o trabalho", penso comigo. Vejo o grupo do WhatsApp do meu trabalho em Manguinhos —vizinho ao ​Jacarezinho—, e meus colegas estão desesperados. Por um acaso, hoje (6 de maio) trabalharei em outra localidade. Já há três pacientes me esperando. Peço para a primeira entrar. Ela vem de muletas, com dor e cansaço por ter subido as escadas. Piorou desde a última vez que nos vimos e pode estar com algo grave. Já tentei encaminhá-la para dois serviços diferentes. Mas, até agora, parece que não há lugar para atendê-la.
1776;Mensagem Alvo;14;1;;0;27;10;;Imagem;;;0.0;0;;false;10/05/2021 11:35:35;10/05/2021 11:35:35;https://ogimg.infoglobo.com.br/in/24987594-c89-92e/FT1086A/xcovid-19-na-India.jpg.pagespeed.ic.LxCnVEtIyt.jpg
1775;Mensagem Alvo;14;3;;0;25;9;;Textual;;0.0;0.0;0;;false;10/05/2021 11:35:35;10/05/2021 11:35:35;Entre tiros e vírus: diário de um médico do front.
1774;Mensagem Alvo;14;2;;0;25;9;;Textual;;-0.8481;0.0;0;;false;10/05/2021 11:35:35;10/05/2021 11:35:35;7h da manhã. A caminho do trabalho, ligo o rádio: “Operação no Jacarezinho”. Mais uma operação, e no horário de pico. Logo as notícias vêm: cinco pessoas mortas e trabalhador ferido no metrô. <br/> "Não podemos nem ir em paz para o trabalho", penso comigo. Vejo o grupo do WhatsApp do meu trabalho em Manguinhos —vizinho ao ​Jacarezinho—, e meus colegas estão desesperados. Por um acaso, hoje (6 de maio) trabalharei em outra localidade. Já há três pacientes me esperando. Peço para a primeira entrar. Ela vem de muletas, com dor e cansaço por ter subido as escadas. Piorou desde a última vez que nos vimos e pode estar com algo grave. Já tentei encaminhá-la para dois serviços diferentes. Mas, até agora, parece que não há lugar para atendê-la.
1773;Mensagem Alvo;14;1;;0;25;9;;Imagem;;;0.0;0;;false;10/05/2021 11:35:35;10/05/2021 11:35:35;https://ogimg.infoglobo.com.br/in/24987594-c89-92e/FT1086A/xcovid-19-na-India.jpg.pagespeed.ic.LxCnVEtIyt.jpg
1772;Mensagem Alvo;14;3;;0;23;8;;Textual;;0.0;0.0;0;;true;10/05/2021 11:35:35;10/05/2021 11:35:35;Entre tiros e vírus: diário de um médico do front.
1771;Mensagem Alvo;14;2;;0;23;8;;Textual;;-0.8481;0.0;0;;true;10/05/2021 11:35:35;10/05/2021 11:35:35;7h da manhã. A caminho do trabalho, ligo o rádio: “Operação no Jacarezinho”. Mais uma operação, e no horário de pico. Logo as notícias vêm: cinco pessoas mortas e trabalhador ferido no metrô. <br/> "Não podemos nem ir em paz para o trabalho", penso comigo. Vejo o grupo do WhatsApp do meu trabalho em Manguinhos —vizinho ao ​Jacarezinho—, e meus colegas estão desesperados. Por um acaso, hoje (6 de maio) trabalharei em outra localidade. Já há três pacientes me esperando. Peço para a primeira entrar. Ela vem de muletas, com dor e cansaço por ter subido as escadas. Piorou desde a última vez que nos vimos e pode estar com algo grave. Já tentei encaminhá-la para dois serviços diferentes. Mas, até agora, parece que não há lugar para atendê-la.
1770;Mensagem Alvo;14;1;;0;23;8;;Imagem;;;0.0;0;;true;10/05/2021 11:35:34;10/05/2021 11:35:34;https://ogimg.infoglobo.com.br/in/24987594-c89-92e/FT1086A/xcovid-19-na-India.jpg.pagespeed.ic.LxCnVEtIyt.jpg
1769;Mensagem Alvo;14;3;;0;20;7;;Textual;;0.0;0.0;0;;false;10/05/2021 11:35:34;10/05/2021 11:35:34;Entre tiros e vírus: diário de um médico do front.
1768;Mensagem Alvo;14;2;;0;20;7;;Textual;;-0.8481;0.0;0;;false;10/05/2021 11:35:34;10/05/2021 11:35:34;7h da manhã. A caminho do trabalho, ligo o rádio: “Operação no Jacarezinho”. Mais uma operação, e no horário de pico. Logo as notícias vêm: cinco pessoas mortas e trabalhador ferido no metrô. <br/> "Não podemos nem ir em paz para o trabalho", penso comigo. Vejo o grupo do WhatsApp do meu trabalho em Manguinhos —vizinho ao ​Jacarezinho—, e meus colegas estão desesperados. Por um acaso, hoje (6 de maio) trabalharei em outra localidade. Já há três pacientes me esperando. Peço para a primeira entrar. Ela vem de muletas, com dor e cansaço por ter subido as escadas. Piorou desde a última vez que nos vimos e pode estar com algo grave. Já tentei encaminhá-la para dois serviços diferentes. Mas, até agora, parece que não há lugar para atendê-la.
1767;Mensagem Alvo;14;1;;0;20;7;;Imagem;;;0.0;0;;false;10/05/2021 11:35:34;10/05/2021 11:35:34;https://ogimg.infoglobo.com.br/in/24987594-c89-92e/FT1086A/xcovid-19-na-India.jpg.pagespeed.ic.LxCnVEtIyt.jpg
1766;Mensagem Alvo;14;3;;0;17;6;;Textual;;0.0;0.0;0;;false;10/05/2021 11:35:34;10/05/2021 11:35:34;Entre tiros e vírus: diário de um médico do front.
1765;Mensagem Alvo;14;2;;0;17;6;;Textual;;-0.8481;0.0;0;;false;10/05/2021 11:35:34;10/05/2021 11:35:34;7h da manhã. A caminho do trabalho, ligo o rádio: “Operação no Jacarezinho”. Mais uma operação, e no horário de pico. Logo as notícias vêm: cinco pessoas mortas e trabalhador ferido no metrô. <br/> "Não podemos nem ir em paz para o trabalho", penso comigo. Vejo o grupo do WhatsApp do meu trabalho em Manguinhos —vizinho ao ​Jacarezinho—, e meus colegas estão desesperados. Por um acaso, hoje (6 de maio) trabalharei em outra localidade. Já há três pacientes me esperando. Peço para a primeira entrar. Ela vem de muletas, com dor e cansaço por ter subido as escadas. Piorou desde a última vez que nos vimos e pode estar com algo grave. Já tentei encaminhá-la para dois serviços diferentes. Mas, até agora, parece que não há lugar para atendê-la.
1764;Mensagem Alvo;14;1;;0;17;6;;Imagem;;;0.0;0;;false;10/05/2021 11:35:33;10/05/2021 11:35:33;https://ogimg.infoglobo.com.br/in/24987594-c89-92e/FT1086A/xcovid-19-na-India.jpg.pagespeed.ic.LxCnVEtIyt.jpg
1763;Mensagem Alvo;14;3;;0;13;5;;Textual;;0.0;0.0;0;;false;10/05/2021 11:35:33;10/05/2021 11:35:33;Entre tiros e vírus: diário de um médico do front.
1762;Mensagem Alvo;14;2;;0;13;5;;Textual;;-0.8481;0.0;0;;false;10/05/2021 11:35:33;10/05/2021 11:35:33;7h da manhã. A caminho do trabalho, ligo o rádio: “Operação no Jacarezinho”. Mais uma operação, e no horário de pico. Logo as notícias vêm: cinco pessoas mortas e trabalhador ferido no metrô. <br/> "Não podemos nem ir em paz para o trabalho", penso comigo. Vejo o grupo do WhatsApp do meu trabalho em Manguinhos —vizinho ao ​Jacarezinho—, e meus colegas estão desesperados. Por um acaso, hoje (6 de maio) trabalharei em outra localidade. Já há três pacientes me esperando. Peço para a primeira entrar. Ela vem de muletas, com dor e cansaço por ter subido as escadas. Piorou desde a última vez que nos vimos e pode estar com algo grave. Já tentei encaminhá-la para dois serviços diferentes. Mas, até agora, parece que não há lugar para atendê-la.
1761;Mensagem Alvo;14;1;;0;13;5;;Imagem;;;0.0;0;;false;10/05/2021 11:35:33;10/05/2021 11:35:33;https://ogimg.infoglobo.com.br/in/24987594-c89-92e/FT1086A/xcovid-19-na-India.jpg.pagespeed.ic.LxCnVEtIyt.jpg
1760;Mensagem Alvo;14;3;;0;9;4;;Textual;;0.0;4.484;2;;true;10/05/2021 11:35:33;10/05/2021 11:35:33;Entre tiros e vírus: diário de um médico do front.
1759;Mensagem Alvo;14;2;;0;9;4;;Textual;;-0.8481;4.488;2;;true;10/05/2021 11:35:33;10/05/2021 11:35:33;7h da manhã. A caminho do trabalho, ligo o rádio: “Operação no Jacarezinho”. Mais uma operação, e no horário de pico. Logo as notícias vêm: cinco pessoas mortas e trabalhador ferido no metrô. <br/> "Não podemos nem ir em paz para o trabalho", penso comigo. Vejo o grupo do WhatsApp do meu trabalho em Manguinhos —vizinho ao ​Jacarezinho—, e meus colegas estão desesperados. Por um acaso, hoje (6 de maio) trabalharei em outra localidade. Já há três pacientes me esperando. Peço para a primeira entrar. Ela vem de muletas, com dor e cansaço por ter subido as escadas. Piorou desde a última vez que nos vimos e pode estar com algo grave. Já tentei encaminhá-la para dois serviços diferentes. Mas, até agora, parece que não há lugar para atendê-la.
1758;Mensagem Alvo;14;1;;0;9;4;;Imagem;;;0.0;2;;true;10/05/2021 11:35:33;10/05/2021 11:35:33;https://ogimg.infoglobo.com.br/in/24987594-c89-92e/FT1086A/xcovid-19-na-India.jpg.pagespeed.ic.LxCnVEtIyt.jpg
1757;Mensagem Alvo;14;3;;0;6;3;;Textual;;0.0;0.0;0;;false;10/05/2021 11:35:33;10/05/2021 11:35:33;Entre tiros e vírus: diário de um médico do front.
1756;Mensagem Alvo;14;2;;0;6;3;;Textual;;-0.8481;0.0;0;;false;10/05/2021 11:35:32;10/05/2021 11:35:32;7h da manhã. A caminho do trabalho, ligo o rádio: “Operação no Jacarezinho”. Mais uma operação, e no horário de pico. Logo as notícias vêm: cinco pessoas mortas e trabalhador ferido no metrô. <br/> "Não podemos nem ir em paz para o trabalho", penso comigo. Vejo o grupo do WhatsApp do meu trabalho em Manguinhos —vizinho ao ​Jacarezinho—, e meus colegas estão desesperados. Por um acaso, hoje (6 de maio) trabalharei em outra localidade. Já há três pacientes me esperando. Peço para a primeira entrar. Ela vem de muletas, com dor e cansaço por ter subido as escadas. Piorou desde a última vez que nos vimos e pode estar com algo grave. Já tentei encaminhá-la para dois serviços diferentes. Mas, até agora, parece que não há lugar para atendê-la.
1755;Mensagem Alvo;14;1;;0;6;3;;Imagem;;;0.0;0;;false;10/05/2021 11:35:32;10/05/2021 11:35:32;https://ogimg.infoglobo.com.br/in/24987594-c89-92e/FT1086A/xcovid-19-na-India.jpg.pagespeed.ic.LxCnVEtIyt.jpg
1751;Aguardar Resposta;14;;;;;;;Textual;;;0.0;0;;false;10/05/2021 11:35:26;10/05/2021 11:35:26;
1750;Mensagem Alvo;14;3;;;;;;Textual;;0.0;0.0;0;;false;10/05/2021 11:35:26;10/05/2021 11:35:26;Entre tiros e vírus: diário de um médico do front.
1749;Mensagem Alvo;14;2;;;;;;Textual;;-0.8481;0.0;0;;false;10/05/2021 11:35:26;10/05/2021 11:35:26;7h da manhã. A caminho do trabalho, ligo o rádio: “Operação no Jacarezinho”. Mais uma operação, e no horário de pico. Logo as notícias vêm: cinco pessoas mortas e trabalhador ferido no metrô. <br/> "Não podemos nem ir em paz para o trabalho", penso comigo. Vejo o grupo do WhatsApp do meu trabalho em Manguinhos —vizinho ao ​Jacarezinho—, e meus colegas estão desesperados. Por um acaso, hoje (6 de maio) trabalharei em outra localidade. Já há três pacientes me esperando. Peço para a primeira entrar. Ela vem de muletas, com dor e cansaço por ter subido as escadas. Piorou desde a última vez que nos vimos e pode estar com algo grave. Já tentei encaminhá-la para dois serviços diferentes. Mas, até agora, parece que não há lugar para atendê-la.
1748;Mensagem Alvo;14;1;;;;;;Imagem;;;0.0;0;;false;10/05/2021 11:35:26;10/05/2021 11:35:26;https://ogimg.infoglobo.com.br/in/24987594-c89-92e/FT1086A/xcovid-19-na-India.jpg.pagespeed.ic.LxCnVEtIyt.jpg
1747;Mensagem de Controle;13;5;13;0;26;9;;Textual;;0.0;0.0;0;;false;10/05/2021 06:26:01;10/05/2021 06:26:01;Até mais! (Emoji Desapontado)
1746;Mensagem de Controle;13;4;13;0;26;9;;Textual;;-0.34;0.0;0;;false;10/05/2021 06:26:01;10/05/2021 06:26:01;Infelizmente não podemos passar ele (Emoji Desapontado)...
1745;Resposta Alvo;;;13;9;26;0;;Textual;;-0.296;0.0;0;;false;10/05/2021 06:26:01;10/05/2021 06:26:01;Não, muito pesado
1744;Mensagem Alvo;13;3;13;0;26;9;;Textual;;0.1007;0.0;0;;false;10/05/2021 06:25:32;10/05/2021 06:25:32;Vamos para o que importa, né ?! (Emoji Sem Plavras) <br/> A notícia que mais impactou nos portais foi a seguinte: <br/> Chacina do Jacarezinho no Rio de Janeiro. Um policial que faz este tipo de abordagem passa a ser bandido. Policial tem que ser treinado para prender e para se defender, e não para matar. É assim em todos os países desenvolvidos… Policial treinado para matar é polícia miliciana. Essa cena lamentável e inaceitável é uma cena de execução de uma pessoa já rendida, já desarmada e já sem representar qualquer perigo para os policiais. Um absurdo! O policial não pode agir como o bandido. Caso contrário, ele se transforma em um bandido igual ou pior. <br/> Você gostaria de ver esse vídeo? (Emoji Confuso)(Emoji Perseverante)
1743;Mensagem Alvo;13;2;13;0;26;9;;Imagem;;;0.0;0;;false;10/05/2021 06:25:32;10/05/2021 06:25:32;https://www.hypeness.com.br/1/2021/05/05f53c75-700.jpg
1742;Resposta Alvo;;;13;9;26;0;;Textual;;0.0;0.0;0;;false;10/05/2021 06:25:32;10/05/2021 06:25:32;Olá
1741;Mensagem de Controle;13;5;13;0;76;25;;Textual;;0.0;1.848;1;;true;09/05/2021 23:57:28;09/05/2021 23:57:28;Até mais! (Emoji Desapontado)
1740;Mensagem de Controle;13;4;13;0;76;25;;Textual;;-0.34;1.85;1;;true;09/05/2021 23:57:28;09/05/2021 23:57:28;Infelizmente não podemos passar ele (Emoji Desapontado)...
1739;Resposta Alvo;;;13;25;76;0;;Textual;;-0.296;0.0;0;;true;09/05/2021 23:57:28;09/05/2021 23:57:28;Não
1738;Mensagem Alvo;13;3;13;0;76;25;;Textual;;0.1007;1.853;1;;true;09/05/2021 23:56:23;09/05/2021 23:56:23;Vamos para o que importa, né ?! (Emoji Sem Plavras) <br/> A notícia que mais impactou nos portais foi a seguinte: <br/> Chacina do Jacarezinho no Rio de Janeiro. Um policial que faz este tipo de abordagem passa a ser bandido. Policial tem que ser treinado para prender e para se defender, e não para matar. É assim em todos os países desenvolvidos… Policial treinado para matar é polícia miliciana. Essa cena lamentável e inaceitável é uma cena de execução de uma pessoa já rendida, já desarmada e já sem representar qualquer perigo para os policiais. Um absurdo! O policial não pode agir como o bandido. Caso contrário, ele se transforma em um bandido igual ou pior. <br/> Você gostaria de ver esse vídeo? (Emoji Confuso)(Emoji Perseverante)
1737;Mensagem Alvo;13;2;13;0;76;25;;Imagem;;;0.0;1;;true;09/05/2021 23:56:23;09/05/2021 23:56:23;https://www.hypeness.com.br/1/2021/05/05f53c75-700.jpg
1736;Resposta Alvo;;;13;25;76;0;;Textual;;0.6249;0.0;0;;true;09/05/2021 23:56:23;09/05/2021 23:56:23;Opaaa, bem :)
1735;Mensagem de Controle;13;5;13;0;52;18;;Textual;;0.0;11.631;2;;true;09/05/2021 13:32:14;09/05/2021 13:32:14;Até mais! (Emoji Desapontado)
1734;Mensagem de Controle;13;4;13;0;52;18;;Textual;;-0.34;12.361;2;;true;09/05/2021 13:32:14;09/05/2021 13:32:14;Infelizmente não podemos passar ele (Emoji Desapontado)...
1733;Resposta Alvo;;;13;18;52;0;;Textual;;0.0;0.0;0;;true;09/05/2021 13:32:14;09/05/2021 13:32:14;Sim
1732;Mensagem Alvo;13;3;13;0;52;18;;Textual;;0.1007;107.911;2;;true;09/05/2021 13:30:52;09/05/2021 13:30:52;Vamos para o que importa, né ?! (Emoji Sem Plavras) <br/> A notícia que mais impactou nos portais foi a seguinte: <br/> Chacina do Jacarezinho no Rio de Janeiro. Um policial que faz este tipo de abordagem passa a ser bandido. Policial tem que ser treinado para prender e para se defender, e não para matar. É assim em todos os países desenvolvidos… Policial treinado para matar é polícia miliciana. Essa cena lamentável e inaceitável é uma cena de execução de uma pessoa já rendida, já desarmada e já sem representar qualquer perigo para os policiais. Um absurdo! O policial não pode agir como o bandido. Caso contrário, ele se transforma em um bandido igual ou pior. <br/> Você gostaria de ver esse vídeo? (Emoji Confuso)(Emoji Perseverante)
1731;Mensagem Alvo;13;2;13;0;52;18;;Imagem;;;0.0;2;;true;09/05/2021 13:30:52;09/05/2021 13:30:52;https://www.hypeness.com.br/1/2021/05/05f53c75-700.jpg
1730;Resposta Alvo;;;13;18;52;0;;Textual;;0.0;0.0;0;;true;09/05/2021 13:30:52;09/05/2021 13:30:52;Oi
1727;Resposta Alvo;;;13;2;5;0;;Textual;;-0.3595;0.0;0;;true;09/05/2021 00:49:16;09/05/2021 00:49:16;Não!
1724;Resposta Alvo;;;13;2;5;0;;Textual;;0.6249;0.0;0;;true;09/05/2021 00:49:06;09/05/2021 00:49:06;Tudo ótimo e contigo?
1723;Mensagem de Controle;13;1;;0;83;27;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:54;09/05/2021 00:48:54;Olá, tudo bem?
1722;Mensagem de Controle;13;1;;0;80;26;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:54;09/05/2021 00:48:54;Olá, tudo bem?
1721;Mensagem de Controle;13;1;;0;76;25;;Textual;;0.0;0.0;1;;true;09/05/2021 00:48:54;09/05/2021 00:48:54;Olá, tudo bem?
1720;Mensagem de Controle;13;1;;0;74;24;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:54;09/05/2021 00:48:54;Olá, tudo bem?
1719;Mensagem de Controle;13;1;;0;70;23;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:54;09/05/2021 00:48:54;Olá, tudo bem?
1718;Mensagem de Controle;13;1;;0;67;22;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:54;09/05/2021 00:48:54;Olá, tudo bem?
1717;Mensagem de Controle;13;1;;0;63;21;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:53;09/05/2021 00:48:53;Olá, tudo bem?
1716;Mensagem de Controle;13;1;;0;62;20;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:53;09/05/2021 00:48:53;Olá, tudo bem?
1715;Mensagem de Controle;13;1;;0;56;19;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:53;09/05/2021 00:48:53;Olá, tudo bem?
1714;Mensagem de Controle;13;1;;0;52;18;;Textual;;0.0;0.0;2;;true;09/05/2021 00:48:53;09/05/2021 00:48:53;Olá, tudo bem?
1713;Mensagem de Controle;13;1;;0;49;17;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:53;09/05/2021 00:48:53;Olá, tudo bem?
1712;Mensagem de Controle;13;1;;0;47;16;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:53;09/05/2021 00:48:53;Olá, tudo bem?
1711;Mensagem de Controle;13;1;;0;44;15;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:53;09/05/2021 00:48:53;Olá, tudo bem?
1710;Mensagem de Controle;13;1;;0;40;14;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:52;09/05/2021 00:48:52;Olá, tudo bem?
1709;Mensagem de Controle;13;1;;0;38;13;;Textual;;0.0;0.0;0;;true;09/05/2021 00:48:52;09/05/2021 00:48:52;Olá, tudo bem?
1708;Mensagem de Controle;13;1;;0;34;12;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:52;09/05/2021 00:48:52;Olá, tudo bem?
1707;Mensagem de Controle;13;1;;0;30;11;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:52;09/05/2021 00:48:52;Olá, tudo bem?
1706;Mensagem de Controle;13;1;;0;29;10;;Textual;;0.0;0.0;0;;false;09/05/2021 00:48:52;09/05/2021 00:48:52;Olá, tudo bem?
1705;Mensagem de Controle;13;1;;0;26;9;;Textual;;0.0;0.0;0;;true;09/05/2021 00:48:52;09/05/2021 00:48:52;Olá, tudo bem?
